meter_id,hour_start,avg_kwh,min_kwh,max_kwh,sum_kwh
M035,2026-04-24 06:30:00,0.903,0.903,0.903,0.903
M035,2026-04-17 07:30:00,0.821,0.821,0.821,0.821
M035,2026-04-24 08:30:00,0.592,0.592,0.592,0.592
M035,2026-04-24 09:30:00,0.537,0.537,0.537,0.537
M035,2026-04-10 10:30:00,0.46,0.46,0.46,0.46
M035,2026-04-17 10:30:00,0.474,0.474,0.474,0.474
M035,2026-04-24 12:30:00,0.522,0.522,0.522,0.522
M035,2026-04-17 14:30:00,0.41,0.41,0.41,0.41
M035,2026-04-24 16:30:00,0.632,0.632,0.632,0.632
M035,2026-04-17 18:30:00,1.272,1.272,1.272,1.272
M035,2026-04-17 19:30:00,1.142,1.142,1.142,1.142
M035,2026-04-10 23:30:00,0.307,0.307,0.307,0.307
M035,2026-04-11 01:30:00,0.218,0.218,0.218,0.218
M035,2026-04-18 01:30:00,0.201,0.201,0.201,0.201
M035,2026-04-11 04:30:00,0.467,0.467,0.467,0.467
M035,2026-04-11 05:30:00,0.699,0.699,0.699,0.699
M035,2026-04-25 06:30:00,0.947,0.947,0.947,0.947
M035,2026-04-04 08:30:00,0.675,0.675,0.675,0.675
M035,2026-04-25 08:30:00,0.561,0.561,0.561,0.561
M035,2026-04-25 11:30:00,0.626,0.626,0.626,0.626
M035,2026-04-11 14:30:00,0.467,0.467,0.467,0.467
M035,2026-04-04 16:30:00,0.772,0.772,0.772,0.772
M035,2026-04-11 16:30:00,0.785,0.785,0.785,0.785
M035,2026-04-11 18:30:00,1.36,1.36,1.36,1.36
M035,2026-04-11 20:30:00,1.412,1.412,1.412,1.412
M035,2026-04-25 20:30:00,1.216,1.216,1.216,1.216
M035,2026-04-04 21:30:00,0.926,0.926,0.926,0.926
M035,2026-04-11 21:30:00,0.869,0.869,0.869,0.869
M035,2026-04-25 22:30:00,0.443,0.443,0.443,0.443
M014,2026-04-12 03:30:00,0.274,0.274,0.274,0.274
M014,2026-04-19 03:30:00,0.256,0.256,0.256,0.256
M014,2026-04-19 04:30:00,0.384,0.384,0.384,0.384
M014,2026-04-05 05:30:00,0.681,0.681,0.681,0.681
M014,2026-04-26 07:30:00,0.735,0.735,0.735,0.735
M014,2026-04-19 08:30:00,0.482,0.482,0.482,0.482
M014,2026-04-26 11:30:00,0.563,0.563,0.563,0.563
M014,2026-04-26 13:30:00,0.471,0.471,0.471,0.471
M014,2026-04-26 14:30:00,0.436,0.436,0.436,0.436
M014,2026-04-19 15:30:00,0.591,0.591,0.591,0.591
M014,2026-04-26 16:30:00,0.705,0.705,0.705,0.705
M014,2026-04-12 17:30:00,0.982,0.982,0.982,0.982
M014,2026-04-05 18:30:00,1.299,1.299,1.299,1.299
M014,2026-04-06 04:30:00,0.355,0.355,0.355,0.355
M014,2026-04-20 04:30:00,0.28,0.28,0.28,0.28
M014,2026-04-13 09:30:00,0.4,0.4,0.4,0.4
M014,2026-04-20 10:30:00,0.41,0.41,0.41,0.41
M014,2026-04-13 14:30:00,0.391,0.391,0.391,0.391
M014,2026-04-06 15:30:00,0.485,0.485,0.485,0.485
M014,2026-04-20 15:30:00,0.473,0.473,0.473,0.473
M014,2026-04-27 15:30:00,0.511,0.511,0.511,0.511
M014,2026-04-06 16:30:00,0.815,0.815,0.815,0.815
M014,2026-04-13 16:30:00,0.688,0.688,0.688,0.688
M014,2026-04-06 20:30:00,0.985,0.985,0.985,0.985
M014,2026-04-13 20:30:00,1.348,1.348,1.348,1.348
M014,2026-04-06 21:30:00,0.64,0.64,0.64,0.64
M014,2026-04-20 21:30:00,0.757,0.757,0.757,0.757
M014,2026-04-28 01:30:00,0.184,0.184,0.184,0.184
M014,2026-04-14 02:30:00,0.156,0.156,0.156,0.156
M014,2026-04-28 07:30:00,0.682,0.682,0.682,0.682
M014,2026-04-07 08:30:00,0.482,0.482,0.482,0.482
M014,2026-04-28 14:30:00,0.389,0.389,0.389,0.389
M014,2026-04-28 15:30:00,0.575,0.575,0.575,0.575
M014,2026-04-28 16:30:00,0.624,0.624,0.624,0.624
M014,2026-04-28 18:30:00,0.944,0.944,0.944,0.944
M014,2026-04-28 20:30:00,1.15,1.15,1.15,1.15
M014,2026-04-07 21:30:00,0.743,0.743,0.743,0.743
M014,2026-04-14 22:30:00,0.437,0.437,0.437,0.437
M014,2026-04-01 02:30:00,0.153,0.153,0.153,0.153
M014,2026-04-08 02:30:00,0.136,0.136,0.136,0.136
M014,2026-04-15 04:30:00,0.195,0.195,0.195,0.195
M014,2026-04-29 07:30:00,0.767,0.767,0.767,0.767
M014,2026-04-22 08:30:00,0.471,0.471,0.471,0.471
M014,2026-04-01 11:30:00,0.484,0.484,0.484,0.484
M014,2026-04-01 12:30:00,0.511,0.511,0.511,0.511
M014,2026-04-22 12:30:00,0.376,0.376,0.376,0.376
M014,2026-04-01 14:30:00,0.437,0.437,0.437,0.437
M014,2026-04-22 14:30:00,0.492,0.492,0.492,0.492
M014,2026-04-15 20:30:00,1.071,1.071,1.071,1.071
M014,2026-04-15 22:30:00,0.419,0.419,0.419,0.419
M014,2026-04-02 00:30:00,0.226,0.226,0.226,0.226
M014,2026-04-23 01:30:00,0.167,0.167,0.167,0.167
M014,2026-04-23 03:30:00,0.193,0.193,0.193,0.193
M014,2026-04-23 05:30:00,0.626,0.626,0.626,0.626
M014,2026-04-30 05:30:00,0.429,0.429,0.429,0.429
M014,2026-04-09 06:30:00,0.514,0.514,0.514,0.514
M014,2026-04-09 08:30:00,0.489,0.489,0.489,0.489
M014,2026-04-09 10:30:00,0.417,0.417,0.417,0.417
M014,2026-04-02 11:30:00,0.654,0.654,0.654,0.654
M014,2026-04-09 13:30:00,0.312,0.312,0.312,0.312
M014,2026-04-30 14:30:00,0.423,0.423,0.423,0.423
M014,2026-04-09 15:30:00,0.538,0.538,0.538,0.538
M014,2026-04-23 16:30:00,0.551,0.551,0.551,0.551
M014,2026-04-16 21:30:00,0.642,0.642,0.642,0.642
M014,2026-04-09 23:30:00,0.269,0.269,0.269,0.269
M014,2026-04-10 02:30:00,0.193,0.193,0.193,0.193
M014,2026-04-10 04:30:00,0.29,0.29,0.29,0.29
M014,2026-04-10 05:30:00,0.636,0.636,0.636,0.636
M014,2026-04-10 08:30:00,0.506,0.506,0.506,0.506
M014,2026-04-03 09:30:00,0.452,0.452,0.452,0.452
M014,2026-04-24 10:30:00,0.445,0.445,0.445,0.445
M014,2026-04-10 11:30:00,0.503,0.503,0.503,0.503
M014,2026-04-17 12:30:00,0.604,0.604,0.604,0.604
M014,2026-04-24 12:30:00,0.546,0.546,0.546,0.546
M014,2026-04-10 13:30:00,0.384,0.384,0.384,0.384
M014,2026-04-03 14:30:00,0.454,0.454,0.454,0.454
M014,2026-04-24 15:30:00,0.5,0.5,0.5,0.5
M014,2026-04-17 16:30:00,0.42,0.42,0.42,0.42
M014,2026-04-24 17:30:00,0.748,0.748,0.748,0.748
M014,2026-04-10 19:30:00,1.489,1.489,1.489,1.489
M014,2026-04-18 01:30:00,0.218,0.218,0.218,0.218
M014,2026-04-04 08:30:00,0.476,0.476,0.476,0.476
M014,2026-04-11 08:30:00,0.563,0.563,0.563,0.563
M014,2026-04-04 11:30:00,0.665,0.665,0.665,0.665
M014,2026-04-25 11:30:00,0.656,0.656,0.656,0.656
M014,2026-04-18 13:30:00,0.495,0.495,0.495,0.495
M014,2026-04-25 14:30:00,0.539,0.539,0.539,0.539
M014,2026-04-11 15:30:00,0.618,0.618,0.618,0.618
M014,2026-04-25 15:30:00,0.63,0.63,0.63,0.63
M014,2026-04-04 16:30:00,0.685,0.685,0.685,0.685
M014,2026-04-04 19:30:00,1.797,1.797,1.797,1.797
M014,2026-04-18 20:30:00,1.332,1.332,1.332,1.332
M014,2026-04-11 21:30:00,0.868,0.868,0.868,0.868
M039,2026-04-26 01:30:00,0.229,0.229,0.229,0.229
M039,2026-04-12 02:30:00,0.193,0.193,0.193,0.193
M039,2026-04-05 08:30:00,0.568,0.568,0.568,0.568
M039,2026-04-19 12:30:00,0.487,0.487,0.487,0.487
M039,2026-04-12 15:30:00,0.667,0.667,0.667,0.667
M039,2026-04-12 16:30:00,0.784,0.784,0.784,0.784
M039,2026-04-05 21:30:00,0.987,0.987,0.987,0.987
M039,2026-04-13 02:30:00,0.153,0.153,0.153,0.153
M039,2026-04-06 03:30:00,0.203,0.203,0.203,0.203
M039,2026-04-06 04:30:00,0.376,0.376,0.376,0.376
M039,2026-04-20 05:30:00,0.774,0.774,0.774,0.774
M039,2026-04-13 08:30:00,0.558,0.558,0.558,0.558
M039,2026-04-06 10:30:00,0.406,0.406,0.406,0.406
M039,2026-04-06 12:30:00,0.527,0.527,0.527,0.527
M039,2026-04-06 15:30:00,0.422,0.422,0.422,0.422
M039,2026-04-20 19:30:00,1.028,1.028,1.028,1.028
M039,2026-04-20 20:30:00,1.267,1.267,1.267,1.267
M039,2026-04-07 00:30:00,0.2,0.2,0.2,0.2
M039,2026-04-21 00:30:00,0.181,0.181,0.181,0.181
M039,2026-04-28 07:30:00,0.609,0.609,0.609,0.609
M039,2026-04-14 08:30:00,0.437,0.437,0.437,0.437
M039,2026-04-07 10:30:00,0.42,0.42,0.42,0.42
M039,2026-04-28 10:30:00,0.44,0.44,0.44,0.44
M039,2026-04-07 11:30:00,0.492,0.492,0.492,0.492
M039,2026-04-28 11:30:00,0.474,0.474,0.474,0.474
M039,2026-04-07 12:30:00,0.423,0.423,0.423,0.423
M039,2026-04-14 12:30:00,0.496,0.496,0.496,0.496
M039,2026-04-07 13:30:00,0.409,0.409,0.409,0.409
M039,2026-04-14 13:30:00,0.44,0.44,0.44,0.44
M039,2026-04-28 13:30:00,0.387,0.387,0.387,0.387
M039,2026-04-07 15:30:00,0.487,0.487,0.487,0.487
M039,2026-04-28 15:30:00,0.45,0.45,0.45,0.45
M039,2026-04-28 17:30:00,0.833,0.833,0.833,0.833
M039,2026-04-07 19:30:00,1.331,1.331,1.331,1.331
M039,2026-04-07 22:30:00,0.429,0.429,0.429,0.429
M039,2026-04-14 22:30:00,0.387,0.387,0.387,0.387
M039,2026-04-28 23:30:00,0.243,0.243,0.243,0.243
M039,2026-04-01 06:30:00,0.728,0.728,0.728,0.728
M039,2026-04-15 07:30:00,0.688,0.688,0.688,0.688
M039,2026-04-15 12:30:00,0.466,0.466,0.466,0.466
M039,2026-04-29 16:30:00,0.633,0.633,0.633,0.633
M039,2026-04-15 17:30:00,0.99,0.99,0.99,0.99
M039,2026-04-01 23:30:00,0.255,0.255,0.255,0.255
M039,2026-04-22 23:30:00,0.26,0.26,0.26,0.26
M039,2026-04-02 02:30:00,0.161,0.161,0.161,0.161
M039,2026-04-16 02:30:00,0.161,0.161,0.161,0.161
M039,2026-04-09 04:30:00,0.269,0.269,0.269,0.269
M039,2026-04-23 09:30:00,0.369,0.369,0.369,0.369
M039,2026-04-30 09:30:00,0.345,0.345,0.345,0.345
M039,2026-04-16 10:30:00,0.404,0.404,0.404,0.404
M039,2026-04-16 11:30:00,0.567,0.567,0.567,0.567
M039,2026-04-23 11:30:00,0.512,0.512,0.512,0.512
M039,2026-04-16 13:30:00,0.431,0.431,0.431,0.431
M039,2026-04-09 15:30:00,0.536,0.536,0.536,0.536
M039,2026-04-16 16:30:00,0.611,0.611,0.611,0.611
M039,2026-04-30 16:30:00,0.665,0.665,0.665,0.665
M039,2026-04-16 19:30:00,1.295,1.295,1.295,1.295
M039,2026-04-23 20:30:00,1.184,1.184,1.184,1.184
M039,2026-04-09 22:30:00,0.386,0.386,0.386,0.386
M039,2026-04-16 22:30:00,0.485,0.485,0.485,0.485
M039,2026-04-03 00:30:00,0.272,0.272,0.272,0.272
M039,2026-04-24 04:30:00,0.304,0.304,0.304,0.304
M039,2026-04-03 06:30:00,0.717,0.717,0.717,0.717
M039,2026-04-10 08:30:00,0.563,0.563,0.563,0.563
M039,2026-04-10 10:30:00,0.375,0.375,0.375,0.375
M039,2026-04-10 11:30:00,0.539,0.539,0.539,0.539
M039,2026-04-24 12:30:00,0.445,0.445,0.445,0.445
M039,2026-04-17 13:30:00,0.499,0.499,0.499,0.499
M039,2026-04-24 13:30:00,0.412,0.412,0.412,0.412
M039,2026-04-03 15:30:00,0.496,0.496,0.496,0.496
M039,2026-04-24 15:30:00,0.418,0.418,0.418,0.418
M039,2026-04-03 16:30:00,0.698,0.698,0.698,0.698
M039,2026-04-10 16:30:00,0.836,0.836,0.836,0.836
M039,2026-04-10 19:30:00,1.226,1.226,1.226,1.226
M039,2026-04-17 20:30:00,0.945,0.945,0.945,0.945
M039,2026-04-24 20:30:00,1.127,1.127,1.127,1.127
M039,2026-04-10 22:30:00,0.451,0.451,0.451,0.451
M039,2026-04-24 23:30:00,0.269,0.269,0.269,0.269
M039,2026-04-11 00:30:00,0.146,0.146,0.146,0.146
M039,2026-04-04 09:30:00,0.455,0.455,0.455,0.455
M039,2026-04-11 11:30:00,0.584,0.584,0.584,0.584
M039,2026-04-25 11:30:00,0.566,0.566,0.566,0.566
M039,2026-04-25 15:30:00,0.489,0.489,0.489,0.489
M039,2026-04-18 16:30:00,0.59,0.59,0.59,0.59
M039,2026-04-18 17:30:00,1.091,1.091,1.091,1.091
M039,2026-04-18 19:30:00,1.379,1.379,1.379,1.379
M039,2026-04-18 20:30:00,1.012,1.012,1.012,1.012
M039,2026-04-11 21:30:00,0.639,0.639,0.639,0.639
M011,2026-04-11 23:30:00,0.248,0.248,0.248,0.248
M011,2026-04-12 02:30:00,0.179,0.179,0.179,0.179
M011,2026-04-19 02:30:00,0.162,0.162,0.162,0.162
M011,2026-04-19 05:30:00,0.542,0.542,0.542,0.542
M011,2026-04-19 08:30:00,0.539,0.539,0.539,0.539
M011,2026-04-05 12:30:00,0.472,0.472,0.472,0.472
M011,2026-04-26 12:30:00,0.531,0.531,0.531,0.531
M011,2026-04-12 14:30:00,0.379,0.379,0.379,0.379
M011,2026-04-26 14:30:00,0.273,0.273,0.273,0.273
M011,2026-04-05 17:30:00,0.844,0.844,0.844,0.844
M011,2026-04-05 18:30:00,1.138,1.138,1.138,1.138
M011,2026-04-12 21:30:00,0.774,0.774,0.774,0.774
M011,2026-04-26 23:30:00,0.185,0.185,0.185,0.185
M011,2026-04-27 01:30:00,0.153,0.153,0.153,0.153
M011,2026-04-06 02:30:00,0.156,0.156,0.156,0.156
M011,2026-04-27 02:30:00,0.138,0.138,0.138,0.138
M011,2026-04-13 03:30:00,0.15,0.15,0.15,0.15
M011,2026-04-13 06:30:00,0.753,0.753,0.753,0.753
M011,2026-04-20 08:30:00,0.48,0.48,0.48,0.48
M011,2026-04-13 11:30:00,0.473,0.473,0.473,0.473
M011,2026-04-13 15:30:00,0.437,0.437,0.437,0.437
M011,2026-04-06 17:30:00,0.734,0.734,0.734,0.734
M011,2026-04-20 19:30:00,1.036,1.036,1.036,1.036
M011,2026-04-06 22:30:00,0.356,0.356,0.356,0.356
M011,2026-04-07 02:30:00,0.136,0.136,0.136,0.136
M011,2026-04-28 07:30:00,0.578,0.578,0.578,0.578
M011,2026-04-14 08:30:00,0.444,0.444,0.444,0.444
M011,2026-04-28 08:30:00,0.426,0.426,0.426,0.426
M011,2026-04-07 10:30:00,0.31,0.31,0.31,0.31
M011,2026-04-28 13:30:00,0.311,0.311,0.311,0.311
M011,2026-04-21 15:30:00,0.394,0.394,0.394,0.394
M011,2026-04-07 17:30:00,0.736,0.736,0.736,0.736
M011,2026-04-07 20:30:00,0.93,0.93,0.93,0.93
M011,2026-04-22 04:30:00,0.253,0.253,0.253,0.253
M011,2026-04-08 05:30:00,0.484,0.484,0.484,0.484
M011,2026-04-15 06:30:00,0.593,0.593,0.593,0.593
M011,2026-04-29 08:30:00,0.468,0.468,0.468,0.468
M011,2026-04-08 10:30:00,0.343,0.343,0.343,0.343
M011,2026-04-15 15:30:00,0.432,0.432,0.432,0.432
M011,2026-04-01 16:30:00,0.541,0.541,0.541,0.541
M011,2026-04-29 16:30:00,0.609,0.609,0.609,0.609
M011,2026-04-01 17:30:00,0.771,0.771,0.771,0.771
M011,2026-04-29 17:30:00,0.779,0.779,0.779,0.779
M011,2026-04-22 20:30:00,1.1,1.1,1.1,1.1
M011,2026-04-15 22:30:00,0.371,0.371,0.371,0.371
M011,2026-04-01 23:30:00,0.192,0.192,0.192,0.192
M011,2026-04-08 23:30:00,0.193,0.193,0.193,0.193
M011,2026-04-02 01:30:00,0.12,0.12,0.12,0.12
M011,2026-04-16 01:30:00,0.128,0.128,0.128,0.128
M011,2026-04-02 03:30:00,0.157,0.157,0.157,0.157
M011,2026-04-09 09:30:00,0.291,0.291,0.291,0.291
M011,2026-04-23 09:30:00,0.353,0.353,0.353,0.353
M011,2026-04-09 11:30:00,0.568,0.568,0.568,0.568
M011,2026-04-30 12:30:00,0.296,0.296,0.296,0.296
M011,2026-04-16 14:30:00,0.346,0.346,0.346,0.346
M011,2026-04-02 20:30:00,0.972,0.972,0.972,0.972
M011,2026-04-02 21:30:00,0.537,0.537,0.537,0.537
M011,2026-04-16 21:30:00,0.689,0.689,0.689,0.689
M011,2026-04-23 22:30:00,0.362,0.362,0.362,0.362
M011,2026-04-09 23:30:00,0.207,0.207,0.207,0.207
M011,2026-04-03 03:30:00,0.157,0.157,0.157,0.157
M011,2026-04-03 04:30:00,0.28,0.28,0.28,0.28
M011,2026-04-03 05:30:00,0.502,0.502,0.502,0.502
M011,2026-04-17 05:30:00,0.439,0.439,0.439,0.439
M011,2026-04-10 07:30:00,0.581,0.581,0.581,0.581
M011,2026-04-17 09:30:00,0.352,0.352,0.352,0.352
M011,2026-04-10 11:30:00,0.417,0.417,0.417,0.417
M011,2026-04-17 12:30:00,0.37,0.37,0.37,0.37
M011,2026-04-24 16:30:00,0.563,0.563,0.563,0.563
M011,2026-04-24 17:30:00,0.894,0.894,0.894,0.894
M011,2026-04-24 20:30:00,1.032,1.032,1.032,1.032
M011,2026-04-17 21:30:00,0.625,0.625,0.625,0.625
M011,2026-04-03 22:30:00,0.383,0.383,0.383,0.383
M011,2026-04-04 00:30:00,0.215,0.215,0.215,0.215
M011,2026-04-04 01:30:00,0.143,0.143,0.143,0.143
M011,2026-04-11 01:30:00,0.173,0.173,0.173,0.173
M011,2026-04-25 01:30:00,0.162,0.162,0.162,0.162
M011,2026-04-11 07:30:00,0.74,0.74,0.74,0.74
M011,2026-04-11 10:30:00,0.353,0.353,0.353,0.353
M011,2026-04-18 10:30:00,0.474,0.474,0.474,0.474
M011,2026-04-11 11:30:00,0.534,0.534,0.534,0.534
M011,2026-04-04 13:30:00,0.388,0.388,0.388,0.388
M011,2026-04-11 13:30:00,0.391,0.391,0.391,0.391
M011,2026-04-04 15:30:00,0.453,0.453,0.453,0.453
M011,2026-04-18 16:30:00,0.652,0.652,0.652,0.652
M011,2026-04-11 22:30:00,0.368,0.368,0.368,0.368
M019,2026-04-05 02:30:00,0.17,0.17,0.17,0.17
M019,2026-04-12 03:30:00,0.172,0.172,0.172,0.172
M019,2026-04-12 04:30:00,0.318,0.318,0.318,0.318
M019,2026-04-05 06:30:00,0.691,0.691,0.691,0.691
M019,2026-04-26 09:30:00,0.416,0.416,0.416,0.416
M019,2026-04-19 12:30:00,0.412,0.412,0.412,0.412
M019,2026-04-12 13:30:00,0.484,0.484,0.484,0.484
M019,2026-04-19 17:30:00,1.0,1.0,1.0,1.0
M019,2026-04-26 19:30:00,1.312,1.312,1.312,1.312
M019,2026-04-27 01:30:00,0.132,0.132,0.132,0.132
M019,2026-04-06 02:30:00,0.174,0.174,0.174,0.174
M019,2026-04-27 03:30:00,0.161,0.161,0.161,0.161
M019,2026-04-06 05:30:00,0.449,0.449,0.449,0.449
M019,2026-04-13 08:30:00,0.38,0.38,0.38,0.38
M019,2026-04-20 08:30:00,0.494,0.494,0.494,0.494
M019,2026-04-27 11:30:00,0.405,0.405,0.405,0.405
M019,2026-04-13 12:30:00,0.398,0.398,0.398,0.398
M019,2026-04-27 14:30:00,0.425,0.425,0.425,0.425
M019,2026-04-27 16:30:00,0.642,0.642,0.642,0.642
M019,2026-04-20 18:30:00,0.785,0.785,0.785,0.785
M019,2026-04-13 19:30:00,1.099,1.099,1.099,1.099
M019,2026-04-20 21:30:00,0.665,0.665,0.665,0.665
M019,2026-04-14 02:30:00,0.137,0.137,0.137,0.137
M019,2026-04-21 05:30:00,0.508,0.508,0.508,0.508
M019,2026-04-28 05:30:00,0.43,0.43,0.43,0.43
M019,2026-04-28 09:30:00,0.335,0.335,0.335,0.335
M019,2026-04-21 10:30:00,0.322,0.322,0.322,0.322
M019,2026-04-14 12:30:00,0.46,0.46,0.46,0.46
M019,2026-04-07 13:30:00,0.318,0.318,0.318,0.318
M019,2026-04-28 13:30:00,0.362,0.362,0.362,0.362
M019,2026-04-28 14:30:00,0.393,0.393,0.393,0.393
M019,2026-04-14 16:30:00,0.623,0.623,0.623,0.623
M019,2026-04-28 17:30:00,0.621,0.621,0.621,0.621
M019,2026-04-14 18:30:00,0.845,0.845,0.845,0.845
M019,2026-04-14 22:30:00,0.347,0.347,0.347,0.347
M019,2026-04-15 00:30:00,0.136,0.136,0.136,0.136
M019,2026-04-22 01:30:00,0.132,0.132,0.132,0.132
M019,2026-04-01 04:30:00,0.258,0.258,0.258,0.258
M019,2026-04-15 04:30:00,0.258,0.258,0.258,0.258
M019,2026-04-15 05:30:00,0.621,0.621,0.621,0.621
M019,2026-04-08 07:30:00,0.468,0.468,0.468,0.468
M019,2026-04-15 13:30:00,0.38,0.38,0.38,0.38
M019,2026-04-22 13:30:00,0.319,0.319,0.319,0.319
M019,2026-04-08 14:30:00,0.342,0.342,0.342,0.342
M019,2026-04-15 15:30:00,0.365,0.365,0.365,0.365
M019,2026-04-22 16:30:00,0.607,0.607,0.607,0.607
M019,2026-04-08 22:30:00,0.421,0.421,0.421,0.421
M019,2026-04-08 23:30:00,0.194,0.194,0.194,0.194
M019,2026-04-15 23:30:00,0.205,0.205,0.205,0.205
M019,2026-04-09 01:30:00,0.155,0.155,0.155,0.155
M019,2026-04-09 02:30:00,0.153,0.153,0.153,0.153
M019,2026-04-02 07:30:00,0.577,0.577,0.577,0.577
M019,2026-04-23 08:30:00,0.406,0.406,0.406,0.406
M019,2026-04-09 09:30:00,0.345,0.345,0.345,0.345
M019,2026-04-23 11:30:00,0.407,0.407,0.407,0.407
M019,2026-04-30 12:30:00,0.371,0.371,0.371,0.371
M019,2026-04-02 20:30:00,1.033,1.033,1.033,1.033
M019,2026-04-23 22:30:00,0.334,0.334,0.334,0.334
M019,2026-04-17 01:30:00,0.162,0.162,0.162,0.162
M019,2026-04-10 02:30:00,0.125,0.125,0.125,0.125
M019,2026-04-17 04:30:00,0.21,0.21,0.21,0.21
M019,2026-04-17 09:30:00,0.293,0.293,0.293,0.293
M019,2026-04-10 11:30:00,0.407,0.407,0.407,0.407
M019,2026-04-10 12:30:00,0.471,0.471,0.471,0.471
M019,2026-04-17 12:30:00,0.363,0.363,0.363,0.363
M019,2026-04-17 13:30:00,0.362,0.362,0.362,0.362
M019,2026-04-03 14:30:00,0.451,0.451,0.451,0.451
M019,2026-04-17 16:30:00,0.451,0.451,0.451,0.451
M019,2026-04-17 17:30:00,0.794,0.794,0.794,0.794
M019,2026-04-17 20:30:00,0.931,0.931,0.931,0.931
M019,2026-04-24 23:30:00,0.267,0.267,0.267,0.267
M019,2026-04-04 00:30:00,0.227,0.227,0.227,0.227
M019,2026-04-04 01:30:00,0.168,0.168,0.168,0.168
M019,2026-04-04 02:30:00,0.21,0.21,0.21,0.21
M019,2026-04-18 02:30:00,0.192,0.192,0.192,0.192
M019,2026-04-04 05:30:00,0.553,0.553,0.553,0.553
M019,2026-04-11 06:30:00,0.91,0.91,0.91,0.91
M019,2026-04-18 06:30:00,0.565,0.565,0.565,0.565
M019,2026-04-11 07:30:00,0.525,0.525,0.525,0.525
M019,2026-04-18 07:30:00,0.714,0.714,0.714,0.714
M019,2026-04-11 09:30:00,0.441,0.441,0.441,0.441
M019,2026-04-18 11:30:00,0.5,0.5,0.5,0.5
M019,2026-04-04 16:30:00,0.712,0.712,0.712,0.712
M019,2026-04-04 17:30:00,0.717,0.717,0.717,0.717
M019,2026-04-11 20:30:00,1.246,1.246,1.246,1.246
M019,2026-04-11 21:30:00,0.799,0.799,0.799,0.799
M002,2026-04-19 00:30:00,0.19,0.19,0.19,0.19
M002,2026-04-19 05:30:00,0.403,0.403,0.403,0.403
M002,2026-04-19 07:30:00,0.559,0.559,0.559,0.559
M002,2026-04-26 10:30:00,0.355,0.355,0.355,0.355
M002,2026-04-12 13:30:00,0.414,0.414,0.414,0.414
M002,2026-04-06 02:30:00,0.14,0.14,0.14,0.14
M002,2026-04-06 10:30:00,0.333,0.333,0.333,0.333
M002,2026-04-13 16:30:00,0.542,0.542,0.542,0.542
M002,2026-04-06 17:30:00,0.598,0.598,0.598,0.598
M002,2026-04-13 23:30:00,0.2,0.2,0.2,0.2
M002,2026-04-20 23:30:00,0.179,0.179,0.179,0.179
M002,2026-04-28 03:30:00,0.156,0.156,0.156,0.156
M002,2026-04-07 04:30:00,0.282,0.282,0.282,0.282
M002,2026-04-28 05:30:00,0.494,0.494,0.494,0.494
M002,2026-04-07 07:30:00,0.616,0.616,0.616,0.616
M002,2026-04-28 07:30:00,0.604,0.604,0.604,0.604
M002,2026-04-07 08:30:00,0.428,0.428,0.428,0.428
M002,2026-04-14 11:30:00,0.386,0.386,0.386,0.386
M002,2026-04-07 12:30:00,0.414,0.414,0.414,0.414
M002,2026-04-21 16:30:00,0.414,0.414,0.414,0.414
M002,2026-04-07 17:30:00,0.675,0.675,0.675,0.675
M002,2026-04-14 22:30:00,0.417,0.417,0.417,0.417
M002,2026-03-31 23:30:00,0.21,0.21,0.21,0.21
M002,2026-04-22 00:30:00,0.188,0.188,0.188,0.188
M002,2026-04-22 01:30:00,0.154,0.154,0.154,0.154
M002,2026-04-29 01:30:00,0.11,0.11,0.11,0.11
M002,2026-04-01 05:30:00,0.513,0.513,0.513,0.513
M002,2026-04-01 07:30:00,0.489,0.489,0.489,0.489
M002,2026-04-15 09:30:00,0.309,0.309,0.309,0.309
M002,2026-04-08 10:30:00,0.289,0.289,0.289,0.289
M002,2026-04-22 10:30:00,0.32,0.32,0.32,0.32
M002,2026-04-29 11:30:00,0.395,0.395,0.395,0.395
M002,2026-04-29 12:30:00,0.46,0.46,0.46,0.46
M002,2026-04-22 13:30:00,0.38,0.38,0.38,0.38
M002,2026-04-29 13:30:00,0.365,0.365,0.365,0.365
M002,2026-04-29 14:30:00,0.382,0.382,0.382,0.382
M002,2026-04-15 16:30:00,0.458,0.458,0.458,0.458
M002,2026-04-29 17:30:00,0.74,0.74,0.74,0.74
M002,2026-04-29 18:30:00,1.257,1.257,1.257,1.257
M002,2026-04-01 19:30:00,1.19,1.19,1.19,1.19
M002,2026-04-29 21:30:00,0.742,0.742,0.742,0.742
M002,2026-04-08 22:30:00,0.371,0.371,0.371,0.371
M002,2026-04-22 22:30:00,0.277,0.277,0.277,0.277
M002,2026-04-16 07:30:00,0.611,0.611,0.611,0.611
M002,2026-04-30 08:30:00,0.379,0.379,0.379,0.379
M002,2026-04-09 09:30:00,0.359,0.359,0.359,0.359
M002,2026-04-16 09:30:00,0.329,0.329,0.329,0.329
M002,2026-04-23 09:30:00,0.428,0.428,0.428,0.428
M002,2026-04-23 11:30:00,0.476,0.476,0.476,0.476
M002,2026-04-02 12:30:00,0.469,0.469,0.469,0.469
M002,2026-04-02 13:30:00,0.381,0.381,0.381,0.381
M002,2026-04-16 13:30:00,0.326,0.326,0.326,0.326
M002,2026-04-23 14:30:00,0.335,0.335,0.335,0.335
M002,2026-04-09 18:30:00,1.045,1.045,1.045,1.045
